Name,Calories,FatContent,CarbohydrateContent,ProteinContent,SugarContent,SodiumContent,Images,cluster
Pork Chops in Onion Sauce (Schweinekotelett in Zwiebelsosse),438.5,23.2,10.3,42.6,2.3,224.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/QncE129CRhe9H6pRoi9h_1porkchop2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/1yDLbr2NQn2FVxiw3XSu_1porkchop3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/JoXDMvER06BSvrzYvHYO_1porkchop.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/piccDxqty.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/picL3eHOh.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/picgIqogk.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/picDGob3H.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/piceLlYFp.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/picKfxku0.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/picKAjxMM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/picTow6dv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/picFB6fOI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/13/4/picq3yXdP.jpg"")",5
Oatmeal Chocolate Chip Cookies,131.3,5.7,19.3,2.0,10.9,175.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/53/picubFBmY.jpg""",0
Pumpkin Roll,192.7,8.7,26.2,3.2,20.6,319.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/05/FMGPCbE3QfiaWXSTbF8i_untitled-0081.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/05/0iarEY1QQ0uYAkMAyZQP_untitled-0080.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/05/Xdz3vCPsQGWBkMQP6Gz5_untitled-0085.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/05/pic5TfaE8.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/05/pic3BjodN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/25/05/picXa0pmc.jpg"")",0
Dairy Queens Onion Rings,3110.2,278.6,141.4,21.3,11.7,205.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/81/2/picEdVLzv.jpg""",2
Crock Pot Cream Cheese Chicken,547.4,44.4,6.4,29.8,2.0,696.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/VVn84YRTQmeNB0cBrcr4_0S9A3316.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/4NncHcPReqIIrZlb8yzA_0S9A3317.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/A48oQPYeRuqVlfNBo0an-047-cream-cheese-chicken.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/12458/VHx4dDtlRpq44oN0mvJD_20170326_091824.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/HnOcatAQqeEtXzbkxNqA_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/picJTeAEY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/lxl28KMvQYqG874jAiwO_0S9A3306.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/zzAXXAe6RsaMjhYWcrfO-20140216_161955.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/HcCY0TBCQDWFOnXbK1Ds-016-cream-cheese-chicken.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/HZB9nGKlSqG47SxE5aJR-005-cream-cheese-chicken.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/01498259073.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/01498258916.jpeg"", 
""https://img.sndimg.com/food/image/upload/v1/img/feed/12458/lUPF6DDQZK72zKWjnWgN_IMG_4137.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/01479341399.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/01479341399.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/01463357380.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/01463357367.jpeg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/3WMeb84ScaGQu6WtZRJI_1424644963375214581049.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/FIwLeTX6Suy3MPyptoVi-image.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/picGASTAx.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/pickqsd9e.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/picAumDtI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/pic4uQH2t.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/picL1QV3X.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/picZdCn9k.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/picOXoCum.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/picdckaZZ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/picSsAQYZ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/45/8/33543.jpg"")",5
Unemployment potatoes,234.9,7.0,39.7,4.6,1.8,13.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/58/4/picFTYp64.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/58/4/10584.jpg"")",0
Chinese Beef and Broccoli,300.1,16.5,7.1,28.3,1.8,592.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/67/hAhZn2uuS76AXrMwZhBt_IMG_4284%20(1).JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/67/picOVRTQI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/67/picggKonf.jpg"")",0
Red Snapper with Sesame Ginger Marinade,180.4,3.8,3.6,31.5,0.3,568.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/86/5/picPhrUXM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/86/5/pic1cI2eK.jpg"")",0
Spinach,249.3,19.9,16.7,6.4,8.2,222.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/72/31/01469654869.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/72/31/picAXNjQS.jpg"")",0
Candy Corn,1916.0,41.8,395.2,6.8,326.4,816.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/06/MBPlNk1TRwO6CL8YGXfb_candy%20corn.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/06/34Abg5CUTkuIA79O8VM5_candy%20corn.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/06/LlaWtUsQC2zlbVX1oLcg_candy%20corn.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/06/pic7gHPGB.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/06/picXKWPMi.jpg"")",2
Biryani,1110.7,58.8,84.4,63.4,20.4,368.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/picM9Mhnw.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/picHv4Ocr.jpg"")",5
Chicken-Fried Steak With Cracked Pepper Gravy,1635.7,147.3,46.0,32.9,0.3,1017.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/7/picvWKPo1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/7/01491357081.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/7/picDd0awn.jpg"")",5
Mexican Cornbread,631.7,25.5,58.6,45.2,9.8,1666.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/21/9/piciDG6gy.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/21/9/picZVQrus.jpg"")",5
Southern Chili & Beans,424.8,15.3,42.8,30.7,7.5,1251.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/42/3/picELm57W.jpg""",0
Greek Lentil Soup,266.2,7.5,37.5,13.7,5.0,717.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/04/7/picP456Dl.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/04/7/picnvw72j.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/04/7/picFMmquw.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/04/7/picfAZsud.jpg"")",0
Swedish Nut Cake,763.2,32.0,113.9,9.6,84.3,584.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/20/4/picxUjhtd.jpg""",0
Tuna Noodle Casserole with Pimentos,460.1,20.3,42.0,27.1,2.6,706.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/50/28/picIGyH7O.jpg""",0
Golden Syrup Butter Cookies,112.9,5.7,14.5,1.2,5.9,120.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/21/picUN2SwW.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/9421/1bSOcIMZS66s5y1LG1ug_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/21/picu9rYK6.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/9421/ASoQkZoMQYWwxjC5pCVu_99FA95F4-2223-4D08-8485-18FB47085884.jpeg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/9421/oRzg55p8R4qGig6I2W17_1482339635137-707024672.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/21/picP9DB9W.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/21/picT42w14.jpg"")",0
Fish Fillets,457.8,25.3,3.7,52.5,1.0,619.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/46/picdGaXvG.jpg""",5
Apple Bread Pudding,1577.7,25.1,301.4,44.9,59.4,1664.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/29/43/U12OV9CrQVOvDmF9ufU6_apple-bread-pudding_5449.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/29/43/TFkjnhBRoiM9hydCzB2i_apple-bread-pudding_5437.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/29/43/WBnNm8yRaWHGA03DxwMP_apple-bread-pudding_5453.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/29/43/piclZDdfH.jpg""
)",5
Easy Cranberry Sauce,1174.2,0.0,312.1,1.0,291.9,179.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/49/32/picBXHJeA.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/49/32/picIl7gJL.jpg"")",2
Tasty Chicken Tacos,407.6,15.9,37.3,28.6,4.2,1022.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/10/HucMYwwlQUSF28UQvSwm_IMG_51062.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/10/qNSJwwnrTJC21Ae5C97y_IMG_5106-1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/10/heAw6420QLiLmIfr3uJJ_IMG_5106.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/10/piceZROJh.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/10/picDa7CBH.jpg"")",0
Red Lobster Cajun Chicken Linguine,921.7,60.2,58.0,40.1,8.4,589.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/7/01483575962.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/7/picGYLU7n.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/7/01472505284.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/7/01472505234.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/7/X7zRXpt0TeiCppb83nqU_image.jpeg""
)",5
Stir-fried Zucchini,56.9,3.9,5.1,1.8,4.2,303.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/70/67/picuhOhRq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/70/67/pichG2Bp5.jpg"")",0
Good Season's Italian Dressing,1414.8,145.7,28.8,2.9,13.6,13970.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/82/picGp1qO7.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/82/pickFvR1u.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/82/picd5dqIo.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/82/picylItZQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/82/picuuspao.jpg""
)",5
Marzipan,1258.3,35.4,230.1,17.0,213.1,32.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/10/4/picFpSx2j.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/10/4/pic3E8zN0.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/10/4/picY2ZkzA.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/10/4/picx6OP5a.jpg"")",2
Simple Pasta With Butter Sauce,1052.9,72.3,86.5,16.1,2.1,741.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/59/0/picuvA96p.jpg""",5
Guasacaca Sauce (Venezuela),289.7,28.2,10.6,2.3,3.2,978.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/10/0/picNFGZhc.jpg""",0
Meatballs,657.3,22.8,71.8,42.0,48.3,1380.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/68/picFt47A7.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/68/piccMrBqB.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/68/picjcbeVF.jpg"")",5
Red Lobster Cheddar Bay Biscuits Copycat,280.5,19.5,21.4,5.1,3.8,479.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/A41CNqEuTTKbFKSkb6a9_CB%205%20-%20final_3.png"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/JZFv9T0BRemsSQLYhvPD_CB%206%20-%20final_4.png"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/lab9OIt5TJ2IopKIiSfU_image.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/4ouUD3arSVeWDrVuxGhM_CB%203%20-%20final_1.png"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/pic6ZNrAv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/picgC8n5X.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/y1OwhMb8QImI9L2r1W4I_15E6C022-8E4A-4088-9038-70B7916F159A.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/Puy4UrX0R3KlJ7jQlLe0_CB%204%20-%20final_2.png"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/vnGnPzKTlyDNcHMcyKsQ_received_1573338729604837.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/ztwIJUYZSCm7L7K8UdRW-photo-5.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/3z8xSZWSQuUAkXaw5zie-photo-4.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/pics9Pir6.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/picNczeHy.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/picw3ZyrJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/picqyRbHF.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/picdoAtwq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/picytOgC5.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/picnOWMjK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/picI4YNTC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/picefOIqR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/picsQ2vSX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/94/picUYZjQp.jpg""
)",0
Italian Soda,36.9,3.3,1.2,0.8,0.1,11.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/98/67/xsl8hd8eT9YBnOcBdRNx_French%20Sodas%20(Blueberry%2C%20Strawberry%20or%20Raspberry)_1017.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/98/67/picHLxxlY.jpg"")",0
Lasagna Roll Ups,587.5,41.7,11.2,43.8,2.3,915.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/99/59/picY8lUpa.jpg""",5
"Brussels sprouts, with butter sauce, Americano",195.5,18.0,8.2,3.1,1.9,31.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/92/28/C86ulkITRVa2BriAaVRR_20170620_204345-01.jpg""",0
Apple Filled Acorn Squash,285.9,10.5,50.5,3.5,24.3,56.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/05/7PinkTSFQQKoDdl52koG_1488766182495-2068085822.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/05/pickcih0F.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/05/picl8dNmq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/05/picEajcvq.jpg""
)",0
Red Wine Steak,405.5,21.1,8.6,23.2,2.6,685.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/42/picRvd7gS.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/42/picTDp3jA.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/42/piclpjTmE.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/42/picuipOAX.jpg"")",0
Monster Cookies,91.3,4.7,11.1,2.1,7.3,68.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/68/fhAEdWzwQcKqJJIbQKdP_MC%204%20-%20final_2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/68/0kdMnctSxmfBszum0jy2_MC%205%20-%20final_3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/68/01475779055.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/68/picEZwHqy.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/68/picbGfQ2i.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/68/picbdriYQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/68/picQkMMKW.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/68/picRVl0b1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/68/pic0cbYU7.jpg""
)",0
Hot Cocoa Mix,235.5,9.9,30.4,8.2,28.7,115.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/1/picLd7N8y.jpg""",0
